siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
120001029,00012,12000102900012,O,1983-03-01,32,2023,,2025-02-15T02:16:42.499,true,A,O,,1981-06-23,7120,SECRETARIAT GENERAL DE LA DEFENSE ET DE LA SECURITE NATIONALE,SGDSN,,,,,,,,,,84.11Z,NAFRev2,,N,,32,2023,00012,2024-03-22T09:28:19,ETI,2023,,51,,,BOULEVARD,DE LA TOUR-MAUBOURG,75007,PARIS,,75107,,,751075383_B,649377.9819283194,6862062.666402006,A,,,,,84.11Z,NAFRev2,O
120001037,00023,12000103700023,O,2017-11-15,41,2023,,2024-03-30T15:02:29.801,true,A,O,,1983-03-01,7120,DIRECTION DES SERVICES ADMINISTRATIFS ET FINANCIERS,DSAF,,,,,,,,,,84.11Z,NAFRev2,,N,,41,2023,00023,2024-03-22T09:28:19,ETI,2023,,20,,,AVENUE,DE SEGUR,75007,PARIS,,75107,,,751078909_B,649266.3519109825,6861406.234481805,A,,,,,84.11Z,NAFRev2,N
120002019,00020,12000201900020,O,2014-04-02,22,2023,,2024-03-30T11:35:24.238,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DE L'ADMINISTRATION ET DE LA FONCTION PUBLIQUE,DGAFP,,,,,,,,,,84.11Z,NAFRev2,,,,22,2023,00020,2024-03-22T09:28:19,PME,2023,,2,,,BOULEVARD,DIDEROT,75012,PARIS,,75112,,,751122792_B,653684.7417183474,6860752.974481572,A,,,,,84.11Z,NAFRev2,O
120006010,00074,12000601000074,O,2009-03-01,51,2023,,2024-03-30T10:33:37.721,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DE L'ADMINISTRATION ET DE LA MODERNISATION,,,,,,,,,,,84.21Z,NAFRev2,,,,51,2023,00074,2024-03-22T09:28:19,ETI,2023,,27,,,RUE,DE LA CONVENTION,75015,PARIS,,75115,,,751152300_B,647170.2640037462,6860763.4454934215,A,,,,,84.21Z,NAFRev2,O
120006044,00016,12000604400016,O,1983-03-01,22,2023,,2025-02-12T02:19:08.418,true,A,O,,1981-06-23,7120,DIRECTION DE LA COMMUNICATION ET DE LA PRESSE,,,,,,,,,,,84.21Z,NAFRev2,,,,22,2023,00016,2024-03-22T09:28:19,PME,2023,,37,,,QUAI,D'ORSAY,75007,PARIS,,75107,,,751076952_B,649807.8790895407,6862738.35497045,A,,,,,84.21Z,NAFRev2,N
120006051,00060,12000605100060,O,2002-12-25,22,2023,,2025-02-16T02:19:27.791,true,A,O,,1963-12-01,7120,DIRECTION DES FRANCAIS A L ETRANGER ET DE L ADMINISTRATION CONSULAIRE,,,,,,,,,,,84.21Z,NAFRev2,,,,41,2023,00060,2024-03-22T09:28:19,ETI,2023,,27,,,RUE,DE LA CONVENTION,75015,PARIS,,75115,,,751152300_B,647170.2640037462,6860763.4454934215,A,,,,,84.21Z,NAFRev2,N
120006077,00016,12000607700016,O,1983-03-01,51,2023,,2025-01-20T03:11:15.081,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DES AFFAIRES POLITIQUES ET DE SECURITE,,,,,,,,,,,84.21Z,NAFRev2,,N,,51,2023,00016,2024-03-22T09:28:19,ETI,2023,,37,,,QUAI,D'ORSAY,75007,PARIS,,75107,,,751076952_B,649807.8790895407,6862738.35497045,A,,,,,84.21Z,NAFRev2,N
120010012,00017,12001001200017,O,1983-03-01,32,2023,,2025-02-05T02:37:49.369,true,A,O,,1981-06-23,7120,DIRECTION DES AFFAIRES CIVILES ET DU SCEAU,,,,,,,,,,,84.23Z,NAFRev2,,,,32,2023,00017,2024-03-22T09:28:19,ETI,2023,,13,,,PLACE,VENDOME,75001,PARIS,,75101,,,751019653_B,650758.6790185856,6863293.867126615,A,,,,,84.23Z,NAFRev2,N
120010020,00010,12001002000010,O,1983-03-01,22,2023,,2025-01-22T03:15:06.025,true,A,O,,1981-06-23,7120,DIRECTION DES AFFAIRES CRIMINELLES ET DES GRACES,,,,,,,,,,,84.23Z,NAFRev2,,N,,22,2023,00010,2024-03-22T09:28:19,PME,2023,,13,,,PLACE,VENDOME,75001,PARIS,,75101,,,751019653_B,650758.6790185856,6863293.867126615,A,,,,,84.23Z,NAFRev2,N
120011010,00010,12001101000010,O,1983-03-01,32,2023,,2025-02-17T02:08:48.796,true,A,O,,1981-06-23,7120,DIRECTION DES SERVICES JUDICIAIRES,,,,,,,,,,,84.23Z,NAFRev2,,,,32,2023,00010,2024-03-22T09:28:19,ETI,2023,,13,,,PLACE,VENDOME,75001,PARIS,,75101,,,751019653_B,650758.6790185856,6863293.867126615,A,,,,,84.23Z,NAFRev2,N
120012018,00111,12001201800111,O,2006-12-25,22,2023,,2025-01-19T03:17:26.279,true,A,O,,1981-06-23,7120,DIRECTION DE L'ADMINISTRATION PENITENTIAIRE,,,,,,,,,,,84.23Z,NAFRev2,,,,22,2023,00111,2024-03-22T09:28:19,PME,2023,MILLENAIRE 3,35,,,RUE,DE LA GARE,75019,PARIS,,75119,,,751193953_B,654038.0529647568,6867056.99302249,A,,,,,84.23Z,NAFRev2,O
120013016,00056,12001301600056,O,2008-12-25,22,2023,,2025-01-19T02:46:00.609,true,A,O,,1981-06-23,7120,DIRECTION DE LA PROTECTION JUDICIAIRE DE LA JEUNESSE,DPJJ,,,,,,,,,,84.23Z,NAFRev2,,,,22,2023,00056,2024-03-22T09:28:19,PME,2023,,35,,,RUE,DE LA GARE,75019,PARIS,,75119,,,751193953_B,654038.0529647568,6867056.99302249,A,,,,,84.23Z,NAFRev2,O
120014022,00020,12001402200020,O,1995-09-01,22,2023,,2025-01-27T02:48:43.869,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DES COLLECTIVITES LOCALES,DGCL,,,,,,,,,,84.11Z,NAFRev2,,N,,22,2023,00020,2024-03-22T09:28:19,PME,2023,,2,,,PLACE,DES SAUSSAIES,75008,PARIS,,75108,,,751088842_B,650022.5192350283,6863746.197224226,A,,,,,84.11Z,NAFRev2,N
120014048,00074,12001404800074,O,2013-12-25,32,2023,,2024-03-30T00:29:30.163,true,A,O,,1983-03-01,7120,DIRECTION DE L'EVALUATION DE LA PERFORMANCE ET DES AFFAIRES FINANCIERES ET IMMOBILIERES,DPAFI,,,,,,,,,,84.11Z,NAFRev2,,,,32,2023,00074,2024-03-22T09:28:19,ETI,2023,,40,,,AVENUE,DES TERROIRS DE FRANCE,75012,PARIS,,75112,,,751129215_B,655124.0656198795,6859268.851260675,A,,,,,84.11Z,NAFRev2,O
120014055,00012,12001405500012,O,1983-03-01,31,2023,,2025-01-29T02:26:35.234,true,A,O,,1983-03-01,7120,DIRECTION DES LIBERTES PUBLIQUES ET DES AFFAIRES JURIDIQUES,DLPAJ,,,,,,,,,,84.11Z,NAFRev2,,,,31,2023,00012,2024-03-22T09:28:19,PME,2023,,11,,,RUE,DES SAUSSAIES,75008,PARIS,,75108,,,751088843_B,649941.9300822878,6863698.52088948,A,,,,,84.11Z,NAFRev2,N
120014063,00057,12001406300057,O,2014-01-01,41,2023,,2024-03-30T14:03:40.718,true,A,O,,1981-12-30,7120,DIRECTION DU NUMERIQUE,DN,,,,,,,,,,84.11Z,NAFRev2,,N,,41,2023,00057,2024-03-22T09:28:19,ETI,2023,,40,,,AVENUE,DES TERROIRS DE FRANCE,75012,PARIS,,75112,,,751129215_B,655124.0656198795,6859268.851260675,A,,,,,84.11Z,NAFRev2,O
120014071,00019,12001407100019,O,1983-03-01,21,2023,,2025-01-18T02:55:51.342,true,A,O,,1981-06-23,7120,INSPECTION GENERALE DE L'ADMINISTRATION,IGA,,,,,,,,,,84.11Z,NAFRev2,,,,21,2023,00019,2024-03-22T09:28:19,PME,2023,,40,,,AVENUE,DES TERROIRS DE FRANCE,75012,PARIS,,75112,,,751129215_B,655124.0656198795,6859268.851260675,A,,,,,84.11Z,NAFRev2,N
120015011,00014,12001501100014,O,1983-03-01,42,2023,,2025-02-08T02:17:17.246,true,A,O,,1978-01-01,7120,DIRECTION GENERALE DE LA POLICE NATIONALE,DGPN,,,,,,,,,,84.24Z,NAFRev2,,N,,42,2023,00014,2024-03-22T09:28:19,ETI,2023,,11,,,RUE,DES SAUSSAIES,75008,PARIS,,75108,,,751088843_B,649941.9300822878,6863698.52088948,A,,,,,84.24Z,NAFRev2,N
120015045,00103,12001504500103,O,2015-11-23,41,2023,,2024-03-29T23:45:19.71,true,A,O,,1976-01-01,7120,DIRECTION GENERALE DE LA SECURITE CIVILE ET DE LA GESTION DES CRISES,DGSCGC,,,,,,,,,,84.25Z,NAFRev2,,N,,42,2023,00103,2025-11-13T15:10:07.803,ETI,2023,18-20- IMMEUBLE GARANCE,18,,,RUE,DES PYRENEES,75020,PARIS,,75120,,,751207904_B,656464.3631264506,6861169.764503268,A,,,,,84.25Z,NAFRev2,O
120015052,00018,12001505200018,O,1983-03-01,22,2023,,2025-02-16T02:21:35.669,true,A,O,,1981-06-23,7120,DIRECTION NATIONALE DE LA POLICE JUDICIAIRE,DNPJ,,,,,,,,,,84.24Z,NAFRev2,,N,,22,2023,00018,2024-09-10T10:09:44.928,PME,2023,,11,,,RUE,DES SAUSSAIES,75008,PARIS,,75108,,,751088843_B,649941.9300822878,6863698.52088948,A,,,,,84.24Z,NAFRev2,N
120015086,00024,12001508600024,O,1995-09-01,21,2023,,2025-02-07T02:10:10.63,true,A,O,,1981-06-23,7120,DIRECTION CENTRALE DES COMPAGNIES REPUBLICAINES DE SECURITE,DCCRS,,,,,,,,,,84.24Z,NAFRev2,,,,21,2023,00024,2024-03-22T09:28:19,PME,2023,N°7-9,7,,,RUE,CAMBACERES,75008,PARIS,,75108,,,751081443_B,649976.9022486332,6863798.299359102,A,,,,,84.24Z,NAFRev2,N
120015110,00022,12001511000022,O,1995-09-01,22,2023,,2025-02-17T02:14:33.217,true,A,O,,1981-06-23,7120,DIRECTION DE COOPERATION INTERNATIONALE DE SECURITE,DCIS,,,,,,,,,,84.24Z,NAFRev2,,N,,22,2023,00022,2024-03-22T09:28:19,PME,2023,IMM PRAIRIAL N°101 A 107,101,,,RUE,DES TROIS FONTANOT,92000,NANTERRE,,92050,,,920509190_B,643154.8199841302,6866385.6602600515,A,,,,,84.24Z,NAFRev2,N
120015144,00039,12001514400039,O,2014-04-23,42,2023,,2024-03-30T08:31:17.297,true,A,O,,1986-01-01,7120,MINISTERE INTERIEUR - POLICE NATIONALE,,,,,,,,,,,84.24Z,NAFRev2,,N,,42,2023,00039,2024-03-22T09:28:19,ETI,2023,MINISTERE INTERIEUR - POLICE NATIONALE,1,,,PLACE,BEAUVAU,75008,PARIS,,75108,,,751080799_B,649860.6149347279,6863685.76896752,A,,,,,84.24Z,NAFRev2,O
120015151,00018,12001515100018,O,1994-10-17,21,2023,,2025-01-28T03:00:19.198,true,A,O,,1994-10-17,7120,INSPECTION GENERALE POLICE NATIONALE,IGPN,,,,,,,,,,84.24Z,NAFRev2,,N,,21,2023,00018,2025-03-14T16:04:54.965,PME,2023,18-20,18,,,RUE,DES PYRENEES,75020,PARIS,,75120,,,751207904_B,656464.3631264506,6861169.764503268,A,,,,,84.24Z,NAFRev2,N
120015169,00010,12001516900010,O,1994-10-17,32,2023,,2025-01-18T02:34:01.827,true,A,O,,1994-10-17,7120,DIRECTION NATIONALE DE LA SECURITE PUBLIQUE,DNSP,,,,,,,,,,84.24Z,NAFRev2,,,,32,2023,00010,2024-09-10T10:17:05.039,ETI,2023,,4,,,RUE,CAMBACERES,75008,PARIS,,75108,,,751081443_B,649994.5614925409,6863787.582796568,A,,,,,84.24Z,NAFRev2,N
120015177,00021,12001517700021,O,1998-11-01,32,2023,,2025-02-01T02:41:56.505,true,A,O,,1994-10-17,7120,DIRECTION NATIONALE DE LA POLICE AUX FRONTIERES,DNPAF,,,,,,,,,,84.24Z,NAFRev2,,N,,32,2023,00021,2024-09-10T10:20:18.291,ETI,2023,18-20,18,,,RUE,DES PYRENEES,75020,PARIS,,75120,,,751207904_B,656464.3631264506,6861169.764503268,A,,,,,84.24Z,NAFRev2,N
120020011,01155,12002001101155,O,1989-04-01,41,2023,,2025-02-09T02:20:50.54,true,A,O,,1981-06-23,7120,DIRECTION DES RESSOURCES HUMAINES DES MINISTERES ECONOMIQUES ET FINANCIERS,SG/DRH,,,,,,,,,,84.11Z,NAFRev2,,N,,42,2023,01155,2025-11-10T10:21:08.911,ETI,2023,,139,,,RUE,DE BERCY,75012,PARIS,,75112,,,751120881_B,654343.5731811675,6860285.944629063,A,,,,,84.11Z,NAFRev2,N
120020060,00022,12002006000022,O,1989-04-01,22,2023,,2025-02-15T02:26:34.119,true,A,O,,1981-06-23,7120,INSPECTION GENERALE DES FINANCES,IGF,,,,,,,,,,84.11Z,NAFRev2,,,,22,2023,00022,2024-03-22T09:28:19,PME,2023,TELEDOC 335,139,,,RUE,DE BERCY,75012,PARIS,,75112,,,751120881_B,654343.5731811675,6860285.944629063,A,,,,,84.11Z,NAFRev2,N
120020078,00032,12002007800032,O,2011-04-01,22,2023,,2024-03-30T05:17:19.357,true,A,O,,1948-06-25,7120,SECRETARIAT GENERAL DES AFFAIRES EUROPEENNES,SGAE,,,,,,,,,,84.11Z,NAFRev2,,,,22,2023,00032,2024-03-22T09:28:19,PME,2023,,68,,,RUE,DE BELLECHASSE,75007,PARIS,,75107,,,751070825_B,650136.109818916,6861952.120605749,A,,,,,84.11Z,NAFRev2,O
120023015,00031,12002301500031,O,2008-01-01,41,2023,,2024-03-30T11:24:34.58,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DES DOUANES ET DROITS INDIRECTS,DGDDI,,,,,,,,,,84.11Z,NAFRev2,,N,,41,2023,00031,2024-03-22T09:28:19,ETI,2023,,11,,,RUE,DES 2 COMMUNES,93100,MONTREUIL,,93048,,,930482560_B,658120.4951282106,6861203.704932984,A,,,,,84.11Z,NAFRev2,O
120025036,00035,12002503600035,O,1993-01-01,41,2023,,2025-02-15T02:25:55.042,true,A,O,,1985-11-05,7120,"DIRECTION GENERALE DE LA CONCURRENCE, DE LA CONSOMMATION ET DE LA REPRESSION DES FRAUDES",DGCCRF,,,,,,,,,,84.13Z,NAFRev2,,N,,41,2023,00035,2024-03-22T09:28:19,ETI,2023,TELEDOC 071,59,,,BOULEVARD,VINCENT AURIOL,75013,PARIS,,75113,,,751139853_B,653701.7274726394,6859636.088101476,A,,,,,84.13Z,NAFRev2,N
120027016,00563,12002701600563,O,2018-03-01,42,2023,,2024-03-30T11:05:32.439,true,A,O,,1983-03-01,7120,INSTITUT NATIONAL DE LA STATISTIQUE ET DES ETUDES ECONOMIQUES,INSEE,,,,,,,,,,84.11Z,NAFRev2,,N,,52,2023,00563,2024-12-12T15:11:51.027,ETI,2023,IMMEUBLE WHITE,88,,,AVENUE,VERDIER,92120,MONTROUGE,,92049,,,920499625_B,649270.6733452482,6857572.2364452295,A,DIRECTION GENERALE,,,,84.11Z,NAFRev2,N
120041017,00035,12004101700035,O,2014-04-02,22,2023,,2024-03-30T11:10:50.92,true,A,O,,1981-06-23,7120,DIRECTION DE LA JEUNESSE DE L'EDUCATION POPULAIRE ET DE LA VIE ASSOCIATIVE,DJEPVA,,,,,,,,,,84.12Z,NAFRev2,,,,22,2023,00035,2024-03-22T09:28:19,PME,2023,,95,,,AVENUE,DE FRANCE,75013,PARIS,,75113,,,751133796_B,654307.8397430476,6858983.783652534,A,,,,,84.12Z,NAFRev2,O
120043054,00010,12004305400010,O,1983-03-01,22,2023,,2025-02-18T02:10:52.889,true,A,O,,1985-08-21,7120,DIRECTION DES AFFAIRES FINANCIERES,DAF,,,,,,,,,,84.12Z,NAFRev2,,,,31,2023,00010,2024-03-22T09:28:19,PME,2023,,110,,,RUE,DE GRENELLE,75007,PARIS,,75107,,,751074314_B,650166.2244283246,6862057.945423114,A,,,,,84.12Z,NAFRev2,N
120043104,00039,12004310400039,O,2014-12-25,22,2023,,2024-03-30T05:52:55.068,true,A,O,,1993-12-01,7120,DIRECTION GENERALE DES RESSOURCES HUMAINES,DGRH,,,,,,,,,,84.12Z,NAFRev2,,N,,22,2023,00039,2024-03-22T09:28:19,PME,2023,,72,,,RUE,REGNAULT,75013,PARIS,,75113,,,751138100_B,653915.1884491239,6858361.194812408,A,,,,,84.12Z,NAFRev2,O
120043153,00010,12004315300010,O,1986-05-31,21,2023,,2025-02-04T02:55:07.98,true,A,O,,1986-05-31,7120,DELEGATION A LA COMMUNICATION,,,,,,,,,,,84.12Z,NAFRev2,,,,21,2023,00010,2024-03-22T09:28:19,PME,2023,,110,,,RUE,DE GRENELLE,75007,PARIS,,75107,,,751074314_B,650166.2244283246,6862057.945423114,A,ENVIEDAGIR,,,,84.12Z,NAFRev2,N
120044029,00045,12004402900045,O,2009-03-16,31,2023,,2025-02-06T02:11:17.575,true,A,O,,1983-03-01,7120,DIRECTION GENERALE DE L'ENSEIGNEMENT SUPERIEUR ET DE L'INSERTION PROFESSIONNELLE,DGESIP,,,,,,,,,,84.12Z,NAFRev2,,N,,31,2023,00045,2024-03-22T09:28:19,PME,2023,,1,,,RUE,DESCARTES,75005,PARIS,,75105,,,751052724_B,652201.4418287287,6861023.8879741365,A,,,,,84.12Z,NAFRev2,O
120046149,01203,12004614901203,O,1998-09-01,21,2023,,2025-02-14T02:17:07.693,true,A,O,,1996-03-23,7120,DIRECTION GENERALE DES PATRIMOINES ET DE L'ARCHITECTURE,DGPA,,,,,,,,,,84.12Z,NAFRev2,,N,,41,2023,01203,2024-03-22T09:28:19,ETI,2023,,182,,,RUE,SAINT-HONORE,75001,PARIS,,75101,,,751018635_B,651498.8032063089,6862688.0333913285,A,,,,,84.11Z,NAFRev2,N
120047014,00036,12004701400036,O,2014-04-02,22,2023,,2024-03-30T11:26:06.242,true,A,O,,1981-08-26,7120,DIRECTION GENERALE DES MEDIAS ET DES INDUSTRIES CULTURELLES,DGMIC,,,,,,,,,,84.12Z,NAFRev2,,N,,22,2023,00036,2024-03-22T09:28:19,PME,2023,,182,,,RUE,SAINT-HONORE,75001,PARIS,,75101,,,751018635_B,651498.8032063089,6862688.0333913285,A,,,,,84.12Z,NAFRev2,O
120061023,00038,12006102300038,O,2015-10-11,21,2023,,2024-03-30T12:27:05.825,true,A,O,,1982-03-24,7120,DELEGATION A LA SECURITE ROUTIERE,DSR,,,,,,,,,,84.13Z,NAFRev2,,N,,21,2023,00038,2024-03-22T09:28:19,PME,2023,IMMEUBLE LE GARANCE,18,,,RUE,DES PYRENEES,75020,PARIS,,75120,,,751207904_B,656464.3631264506,6861169.764503268,A,,,,,84.13Z,NAFRev2,O
120064019,00074,12006401900074,O,1999-08-02,41,2023,,2024-03-30T10:48:10.162,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DE L'AVIATION CIVILE,DGAC,,,,,,,,,,84.13Z,NAFRev2,,N,,41,2023,00074,2024-04-11T15:08:46.959,ETI,2023,,50,,,RUE,HENRY FARMAN,75015,PARIS,,75115,,,751154605_B,646562.0465385391,6859600.664601492,A,,,,,84.13Z,NAFRev2,O
120064027,00077,12006402700077,O,2001-12-25,22,2023,,2025-02-15T02:16:02.973,true,A,O,,1981-06-23,7160,DIRECTION DES SERVICES DE LA NAVIGATION AERIENNE,DSNA,,,,,,,,,,84.13Z,NAFRev2,,N,,52,2023,00077,2024-03-22T09:28:19,GE,2023,,50,,,RUE,HENRY FARMAN,75015,PARIS,,75115,,,751154605_B,646562.0465385391,6859600.664601492,A,,,,,84.13Z,NAFRev2,N
120067012,00027,12006701200027,O,1992-04-02,41,2023,,2025-01-14T02:22:21.742,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DE L'AMENAGEMENT DU LOGEMENT ET DE LA NATURE,DGALN,,,,,,,,,,84.13Z,NAFRev2,,,,41,2023,00027,2024-03-22T09:28:19,ETI,2023,TOUR SEQUIOA,1,,,PLACE,CARPEAUX,92800,PUTEAUX,,92062,,,920621411_B,644252.0876092236,6866254.889738866,A,,,,,84.13Z,NAFRev2,N
120068051,00032,12006805100032,O,2008-07-09,31,2023,,2024-03-30T18:24:01.094,true,A,O,,1994-01-11,7120,DIRECTION GENERALE DE LA PREVENTION DES RISQUES,DGPR,,,,,,,,,,84.11Z,NAFRev2,,N,,31,2023,00032,2024-03-22T09:28:19,PME,2023,TOUR SEQUIOA,1,,,PLACE,CARPEAUX,92800,PUTEAUX,,92062,,,920621411_B,644252.0876092236,6866254.889738866,A,,,,,84.11Z,NAFRev2,O
120074018,00199,12007401800199,O,1995-07-01,32,2023,,2025-01-21T02:43:50.433,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DE L'ENSEIGNEMENT ET DE LA RECHERCHE,DGER,,,,,,,,,,84.11Z,NAFRev2,,N,,32,2023,00199,2024-03-22T09:28:19,PME,2023,,1,T,,AVENUE,DE LOWENDAL,75007,PARIS,,75107,,,751075827_B,649348.5685869665,6861686.180948491,A,,,,,84.11Z,NAFRev2,N
120079017,00238,12007901700238,O,1998-12-25,32,2023,,2025-02-14T02:28:49.904,true,A,O,,1981-06-23,7120,DIRECTION GENERALE DE L'ALIMENTATION,DGAL,,,,,,,,,,84.13Z,NAFRev2,,N,,32,2023,00238,2024-03-22T09:28:19,ETI,2023,,251,,,RUE,DE VAUGIRARD,75015,PARIS,,75115,,,751159624_B,648917.5238000687,6860245.609910551,A,,,,,84.13Z,NAFRev2,N
120087010,00068,12008701000068,O,2008-07-09,32,2023,,2024-03-30T10:50:41.426,true,A,O,,1982-09-15,7120,DIRECTION GENERALE DE L'ENERGIE ET DU CLIMAT,DGEC,,,,,,,,,,84.13Z,NAFRev2,,N,,32,2023,00068,2024-03-22T09:28:19,ETI,2023,TOUR SEQUIOA,1,,,PLACE,CARPEAUX,92800,PUTEAUX,,92062,,,920621411_B,644252.0876092236,6866254.889738866,A,,,,,84.13Z,NAFRev2,O
130000383,00013,13000038300013,O,2005-12-30,22,2023,,2025-01-21T03:10:01.554,true,A,O,,2005-12-30,7384,INSTITUT NATIONAL SUPERIEUR DE FORMATION ET DE RECHERCHE POUR L'EDUCATION INCLUSIVE,INSEI,,,,,,,,,,85.42Z,NAFRev2,,N,,22,2023,00013,2024-03-22T09:28:19,PME,2023,58 A 60,58,,,AVENUE,DES LANDES,92150,SURESNES,,92073,,,920735115_B,642316.5878416387,6863433.281615953,A,,,,,85.42Z,NAFRev2,O
130000441,00019,13000044100019,O,2006-01-01,21,2023,,2024-03-29T23:02:58.932,true,A,O,,2006-01-01,7410,GIP MAISON DEP PERSONNES HANDICAPEES,MDPH,,,,,,,,,,84.12Z,NAFRev2,,,,21,2023,00019,2024-03-22T09:28:19,PME,2023,LE CAMPUS BATIMENT H,2,,,AVENUE,DU PARC,95000,CERGY,,95127,,,951271184_B,632236.2655957994,6881799.37742035,A,,,,,84.12Z,NAFRev2,O
130000615,00018,13000061500018,O,2006-01-01,22,2023,,2024-03-30T11:24:02.182,true,A,O,,2006-01-01,7410,GIP MAISON DEP PERSONNES HANDICAPEES,MDPH,,,,,,,,,,84.12Z,NAFRev2,,,,22,2023,00018,2024-03-22T09:28:19,PME,2023,,69,,,RUE,DE LA VICTOIRE,75009,PARIS,,75109,,,751099739_B,651105.1058623411,6864112.815139937,A,,,,,84.12Z,NAFRev2,O
130001001,00010,13000100100010,O,2006-01-01,22,2023,,2024-03-30T15:01:04.981,true,A,O,,2006-01-01,7410,GIP MAISON DEP PERSONNES HANDICAPEES,MDPH,,,,,,,,,,84.12Z,NAFRev2,,,,22,2023,00010,2024-03-22T09:28:19,PME,2023,,16,,,RUE,DE L’ALUMINIUM,77176,SAVIGNY-LE-TEMPLE,,77445,,,774451012_B,669580.9936867075,6832788.647563376,A,,,,,84.12Z,NAFRev2,O
130001803,00027,13000180300027,O,2013-03-25,31,2023,,2024-03-30T17:06:45.616,true,A,O,,2006-06-14,7112,AUTORITE DE SURETE NUCLEAIRE ET DE RADIOPROTECTION,ASNR,,,,,,,,,,71.20B,NAFRev2,,,,31,2023,00027,2024-12-03T13:28:13.32,PME,2023,,15,,,RUE,LOUIS LEJEUNE,92120,MONTROUGE,,92049,,,920495160_B,650571.8174826241,6857793.840859523,A,,,,,71.20B,NAFRev2,O
130001894,00034,13000189400034,O,2016-06-13,31,2023,,2024-03-30T06:12:38.959,true,A,O,,2006-10-01,7112,AGENCE FRANCAISE DE LUTTE CONTRE LE DOPAGE,AFLD,,,,,,,,,,84.12Z,NAFRev2,,N,,31,2023,00034,2024-03-22T09:28:19,PME,2023,,8,,,RUE,AUBER,75009,PARIS,,75109,,,751090514_B,650825.8978690567,6863814.714659514,A,,,,,84.12Z,NAFRev2,O
130002140,00015,13000214000015,O,2006-08-01,21,2023,,2025-01-20T02:55:30.58,true,A,O,,2006-08-01,7384,ECOLE NATIONALE SUPERIEURE D' INFORMATIQUE POUR L' INDUSTRIE ET L' ENTREPRISE,ENSIIE,,,,,,,,,,85.42Z,NAFRev2,,,,21,2023,00015,2024-03-22T09:28:19,PME,2023,,1,,,PL,DE LA RESISTANCE,91000,EVRY-COURCOURONNES,,91228,,,,,,A,,,,,85.42Z,NAFRev2,O
130002504,00038,13000250400038,O,2022-11-01,41,2023,,2024-03-30T16:30:30.996,true,A,O,,2006-08-01,7389,AGENCE NATIONALE DE LA RECHERCHE,ANR,,,,,,,,,,72.20Z,NAFRev2,,N,,41,2023,00038,2024-03-22T09:28:19,ETI,2023,IMMEUBLE KADENCE,86,,,RUE,REGNAULT,75013,PARIS,,75113,,,751138100_B,653835.9607642874,6858342.143608918,A,,,,,72.20Z,NAFRev2,O
130002702,00335,13000270200335,O,2010-12-01,21,2023,,2024-03-30T18:14:06.792,true,A,O,,2007-01-01,7389,INSTITUT NATIONAL DE L'ORIGINE ET DE LA QUALITE,INAO,,,,,,,,,,84.13Z,NAFRev2,,N,,32,2023,00335,2024-03-22T09:28:19,PME,2023,,12,,,RUE,HENRI ROL TANGUY,93100,MONTREUIL,,93048,,,930484446_B,657611.520398516,6861368.086113929,A,,,,,84.13Z,NAFRev2,O
